"産業小分類，従業者規模","総数_事業所数","総数_従業者数(注)","総数_従業者数(注)_男","総数_従業者数(注)_女","総数_従業者数(注)_うち常用雇用者(注)","総数_従業者数(注)_うち常用雇用者(注)_男","総数_従業者数(注)_うち常用雇用者(注)_女","個人_事業所数","個人_従業者数(注)","個人_従業者数(注)_男","個人_従業者数(注)_女","個人_従業者数(注)_うち常用雇用者(注)","個人_従業者数(注)_うち常用雇用者(注)_男","個人_従業者数(注)_うち常用雇用者(注)_女","法人_事業所数","法人_従業者数(注)","法人_従業者数(注)_男","法人_従業者数(注)_女","法人_従業者数(注)_うち常用雇用者(注)","法人_従業者数(注)_うち常用雇用者(注)_男","法人_従業者数(注)_うち常用雇用者(注)_女","法人_会社_事業所数","法人_会社_従業者数(注)","法人_会社_従業者数(注)_男","法人_会社_従業者数(注)_女","法人_会社_従業者数(注)_うち常用雇用者(注)","法人_会社_従業者数(注)_うち常用雇用者(注)_男","法人_会社_従業者数(注)_うち常用雇用者(注)_女"
"E 製造業_320管理，補助的経済活動を行う事業所","4.0","48.0","16.0","32.0","47.0","15.0","32.0","-","-","-","-","-","-","-","4.0","48.0","16.0","32.0","47.0","15.0","32.0","4.0","48.0","16.0","32.0","47.0","15.0","32.0"
"E 製造業_320管理，補助的経済活動を行う事業所_1～4人","2.0","4.0","4.0","-","3.0","3.0","-","-","-","-","-","-","-","-","2.0","4.0","4.0","-","3.0","3.0","-","2.0","4.0","4.0","-","3.0","3.0","-"
"E 製造業_320管理，補助的経済活動を行う事業所_5～9人","1.0","9.0","1.0","8.0","9.0","1.0","8.0","-","-","-","-","-","-","-","1.0","9.0","1.0","8.0","9.0","1.0","8.0","1.0","9.0","1.0","8.0","9.0","1.0","8.0"
"E 製造業_320管理，補助的経済活動を行う事業所_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_320管理，補助的経済活動を行う事業所_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_320管理，補助的経済活動を行う事業所_30～49人","1.0","35.0","11.0","24.0","35.0","11.0","24.0","-","-","-","-","-","-","-","1.0","35.0","11.0","24.0","35.0","11.0","24.0","1.0","35.0","11.0","24.0","35.0","11.0","24.0"
"E 製造業_320管理，補助的経済活動を行う事業所_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_320管理，補助的経済活動を行う事業所_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_320管理，補助的経済活動を行う事業所_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_320管理，補助的経済活動を行う事業所_(再掲)5人以下","2.0","4.0","4.0","-","3.0","3.0","-","-","-","-","-","-","-","-","2.0","4.0","4.0","-","3.0","3.0","-","2.0","4.0","4.0","-","3.0","3.0","-"
"E 製造業_320管理，補助的経済活動を行う事業所_(再掲)20人以下","3.0","13.0","5.0","8.0","12.0","4.0","8.0","-","-","-","-","-","-","-","3.0","13.0","5.0","8.0","12.0","4.0","8.0","3.0","13.0","5.0","8.0","12.0","4.0","8.0"
"E 製造業_321貴金属・宝石製品製造業","3.0","8.0","4.0","4.0","1.0","1.0","-","2.0","4.0","3.0","1.0","1.0","1.0","-","1.0","4.0","1.0","3.0","-","-","-","1.0","4.0","1.0","3.0","-","-","-"
"E 製造業_321貴金属・宝石製品製造業_1～4人","3.0","8.0","4.0","4.0","1.0","1.0","-","2.0","4.0","3.0","1.0","1.0","1.0","-","1.0","4.0","1.0","3.0","-","-","-","1.0","4.0","1.0","3.0","-","-","-"
"E 製造業_321貴金属・宝石製品製造業_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_321貴金属・宝石製品製造業_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_321貴金属・宝石製品製造業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_321貴金属・宝石製品製造業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_321貴金属・宝石製品製造業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_321貴金属・宝石製品製造業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_321貴金属・宝石製品製造業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_321貴金属・宝石製品製造業_(再掲)5人以下","3.0","8.0","4.0","4.0","1.0","1.0","-","2.0","4.0","3.0","1.0","1.0","1.0","-","1.0","4.0","1.0","3.0","-","-","-","1.0","4.0","1.0","3.0","-","-","-"
"E 製造業_321貴金属・宝石製品製造業_(再掲)20人以下","3.0","8.0","4.0","4.0","1.0","1.0","-","2.0","4.0","3.0","1.0","1.0","1.0","-","1.0","4.0","1.0","3.0","-","-","-","1.0","4.0","1.0","3.0","-","-","-"
"E 製造業_322装身具・装飾品・ボタン・同関連品製造業(貴金属・宝石製を除く)","18.0","297.0","187.0","110.0","259.0","163.0","96.0","5.0","12.0","7.0","5.0","1.0","1.0","-","13.0","285.0","180.0","105.0","258.0","162.0","96.0","10.0","203.0","117.0","86.0","178.0","101.0","77.0"
"E 製造業_322装身具・装飾品・ボタン・同関連品製造業(貴金属・宝石製を除く)_1～4人","9.0","24.0","12.0","12.0","8.0","4.0","4.0","5.0","12.0","7.0","5.0","1.0","1.0","-","4.0","12.0","5.0","7.0","7.0","3.0","4.0","3.0","10.0","3.0","7.0","5.0","1.0","4.0"
"E 製造業_322装身具・装飾品・ボタン・同関連品製造業(貴金属・宝石製を除く)_5～9人","3.0","17.0","8.0","9.0","10.0","3.0","7.0","-","-","-","-","-","-","-","3.0","17.0","8.0","9.0","10.0","3.0","7.0","2.0","11.0","4.0","7.0","6.0","1.0","5.0"
"E 製造業_322装身具・装飾品・ボタン・同関連品製造業(貴金属・宝石製を除く)_10～19人","2.0","30.0","12.0","18.0","24.0","8.0","16.0","-","-","-","-","-","-","-","2.0","30.0","12.0","18.0","24.0","8.0","16.0","2.0","30.0","12.0","18.0","24.0","8.0","16.0"
"E 製造業_322装身具・装飾品・ボタン・同関連品製造業(貴金属・宝石製を除く)_20～29人","1.0","28.0","12.0","16.0","27.0","11.0","16.0","-","-","-","-","-","-","-","1.0","28.0","12.0","16.0","27.0","11.0","16.0","1.0","28.0","12.0","16.0","27.0","11.0","16.0"
"E 製造業_322装身具・装飾品・ボタン・同関連品製造業(貴金属・宝石製を除く)_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_322装身具・装飾品・ボタン・同関連品製造業(貴金属・宝石製を除く)_50～99人","3.0","198.0","143.0","55.0","190.0","137.0","53.0","-","-","-","-","-","-","-","3.0","198.0","143.0","55.0","190.0","137.0","53.0","2.0","124.0","86.0","38.0","116.0","80.0","36.0"
"E 製造業_322装身具・装飾品・ボタン・同関連品製造業(貴金属・宝石製を除く)_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_322装身具・装飾品・ボタン・同関連品製造業(貴金属・宝石製を除く)_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_322装身具・装飾品・ボタン・同関連品製造業(貴金属・宝石製を除く)_(再掲)5人以下","10.0","29.0","14.0","15.0","12.0","5.0","7.0","5.0","12.0","7.0","5.0","1.0","1.0","-","5.0","17.0","7.0","10.0","11.0","4.0","7.0","4.0","15.0","5.0","10.0","9.0","2.0","7.0"
"E 製造業_322装身具・装飾品・ボタン・同関連品製造業(貴金属・宝石製を除く)_(再掲)20人以下","14.0","71.0","32.0","39.0","42.0","15.0","27.0","5.0","12.0","7.0","5.0","1.0","1.0","-","9.0","59.0","25.0","34.0","41.0","14.0","27.0","7.0","51.0","19.0","32.0","35.0","10.0","25.0"
"E 製造業_323時計・同部分品製造業","1.0","2.0","2.0","-","-","-","-","-","-","-","-","-","-","-","1.0","2.0","2.0","-","-","-","-","1.0","2.0","2.0","-","-","-","-"
"E 製造業_323時計・同部分品製造業_1～4人","1.0","2.0","2.0","-","-","-","-","-","-","-","-","-","-","-","1.0","2.0","2.0","-","-","-","-","1.0","2.0","2.0","-","-","-","-"
"E 製造業_323時計・同部分品製造業_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_323時計・同部分品製造業_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_323時計・同部分品製造業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_323時計・同部分品製造業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_323時計・同部分品製造業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_323時計・同部分品製造業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_323時計・同部分品製造業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_323時計・同部分品製造業_(再掲)5人以下","1.0","2.0","2.0","-","-","-","-","-","-","-","-","-","-","-","1.0","2.0","2.0","-","-","-","-","1.0","2.0","2.0","-","-","-","-"
"E 製造業_323時計・同部分品製造業_(再掲)20人以下","1.0","2.0","2.0","-","-","-","-","-","-","-","-","-","-","-","1.0","2.0","2.0","-","-","-","-","1.0","2.0","2.0","-","-","-","-"
"E 製造業_324楽器製造業","1.0","7.0","5.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-","1.0","7.0","5.0","2.0","4.0","2.0","2.0","1.0","7.0","5.0","2.0","4.0","2.0","2.0"
"E 製造業_324楽器製造業_1～4人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_324楽器製造業_5～9人","1.0","7.0","5.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-","1.0","7.0","5.0","2.0","4.0","2.0","2.0","1.0","7.0","5.0","2.0","4.0","2.0","2.0"
"E 製造業_324楽器製造業_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_324楽器製造業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_324楽器製造業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_324楽器製造業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_324楽器製造業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_324楽器製造業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_324楽器製造業_(再掲)5人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_324楽器製造業_(再掲)20人以下","1.0","7.0","5.0","2.0","4.0","2.0","2.0","-","-","-","-","-","-","-","1.0","7.0","5.0","2.0","4.0","2.0","2.0","1.0","7.0","5.0","2.0","4.0","2.0","2.0"
"E 製造業_325がん具・運動用具製造業","37.0","341.0","191.0","150.0","282.0","151.0","131.0","21.0","57.0","36.0","21.0","24.0","14.0","10.0","16.0","284.0","155.0","129.0","258.0","137.0","121.0","16.0","284.0","155.0","129.0","258.0","137.0","121.0"
"E 製造業_325がん具・運動用具製造業_1～4人","22.0","47.0","32.0","15.0","22.0","12.0","10.0","18.0","34.0","24.0","10.0","12.0","7.0","5.0","4.0","13.0","8.0","5.0","10.0","5.0","5.0","4.0","13.0","8.0","5.0","10.0","5.0","5.0"
"E 製造業_325がん具・運動用具製造業_5～9人","7.0","50.0","25.0","25.0","37.0","18.0","19.0","3.0","23.0","12.0","11.0","12.0","7.0","5.0","4.0","27.0","13.0","14.0","25.0","11.0","14.0","4.0","27.0","13.0","14.0","25.0","11.0","14.0"
"E 製造業_325がん具・運動用具製造業_10～19人","5.0","67.0","33.0","34.0","56.0","27.0","29.0","-","-","-","-","-","-","-","5.0","67.0","33.0","34.0","56.0","27.0","29.0","5.0","67.0","33.0","34.0","56.0","27.0","29.0"
"E 製造業_325がん具・運動用具製造業_20～29人","1.0","23.0","13.0","10.0","22.0","12.0","10.0","-","-","-","-","-","-","-","1.0","23.0","13.0","10.0","22.0","12.0","10.0","1.0","23.0","13.0","10.0","22.0","12.0","10.0"
"E 製造業_325がん具・運動用具製造業_30～49人","1.0","44.0","31.0","13.0","43.0","30.0","13.0","-","-","-","-","-","-","-","1.0","44.0","31.0","13.0","43.0","30.0","13.0","1.0","44.0","31.0","13.0","43.0","30.0","13.0"
"E 製造業_325がん具・運動用具製造業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_325がん具・運動用具製造業_100人以上","1.0","110.0","57.0","53.0","102.0","52.0","50.0","-","-","-","-","-","-","-","1.0","110.0","57.0","53.0","102.0","52.0","50.0","1.0","110.0","57.0","53.0","102.0","52.0","50.0"
"E 製造業_325がん具・運動用具製造業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_325がん具・運動用具製造業_(再掲)5人以下","22.0","47.0","32.0","15.0","22.0","12.0","10.0","18.0","34.0","24.0","10.0","12.0","7.0","5.0","4.0","13.0","8.0","5.0","10.0","5.0","5.0","4.0","13.0","8.0","5.0","10.0","5.0","5.0"
"E 製造業_325がん具・運動用具製造業_(再掲)20人以下","34.0","164.0","90.0","74.0","115.0","57.0","58.0","21.0","57.0","36.0","21.0","24.0","14.0","10.0","13.0","107.0","54.0","53.0","91.0","43.0","48.0","13.0","107.0","54.0","53.0","91.0","43.0","48.0"
"E 製造業_32Aがん具製造業","12.0","164.0","84.0","80.0","134.0","68.0","66.0","7.0","22.0","12.0","10.0","6.0","4.0","2.0","5.0","142.0","72.0","70.0","128.0","64.0","64.0","5.0","142.0","72.0","70.0","128.0","64.0","64.0"
"E 製造業_32Aがん具製造業_1～4人","6.0","11.0","7.0","4.0","3.0","2.0","1.0","5.0","8.0","5.0","3.0","1.0","1.0","-","1.0","3.0","2.0","1.0","2.0","1.0","1.0","1.0","3.0","2.0","1.0","2.0","1.0","1.0"
"E 製造業_32Aがん具製造業_5～9人","3.0","22.0","12.0","10.0","13.0","8.0","5.0","2.0","14.0","7.0","7.0","5.0","3.0","2.0","1.0","8.0","5.0","3.0","8.0","5.0","3.0","1.0","8.0","5.0","3.0","8.0","5.0","3.0"
"E 製造業_32Aがん具製造業_10～19人","2.0","21.0","8.0","13.0","16.0","6.0","10.0","-","-","-","-","-","-","-","2.0","21.0","8.0","13.0","16.0","6.0","10.0","2.0","21.0","8.0","13.0","16.0","6.0","10.0"
"E 製造業_32Aがん具製造業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_32Aがん具製造業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_32Aがん具製造業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_32Aがん具製造業_100人以上","1.0","110.0","57.0","53.0","102.0","52.0","50.0","-","-","-","-","-","-","-","1.0","110.0","57.0","53.0","102.0","52.0","50.0","1.0","110.0","57.0","53.0","102.0","52.0","50.0"
"E 製造業_32Aがん具製造業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_32Aがん具製造業_(再掲)5人以下","6.0","11.0","7.0","4.0","3.0","2.0","1.0","5.0","8.0","5.0","3.0","1.0","1.0","-","1.0","3.0","2.0","1.0","2.0","1.0","1.0","1.0","3.0","2.0","1.0","2.0","1.0","1.0"
"E 製造業_32Aがん具製造業_(再掲)20人以下","11.0","54.0","27.0","27.0","32.0","16.0","16.0","7.0","22.0","12.0","10.0","6.0","4.0","2.0","4.0","32.0","15.0","17.0","26.0","12.0","14.0","4.0","32.0","15.0","17.0","26.0","12.0","14.0"
"E 製造業_32B運動用具製造業","25.0","177.0","107.0","70.0","148.0","83.0","65.0","14.0","35.0","24.0","11.0","18.0","10.0","8.0","11.0","142.0","83.0","59.0","130.0","73.0","57.0","11.0","142.0","83.0","59.0","130.0","73.0","57.0"
"E 製造業_32B運動用具製造業_1～4人","16.0","36.0","25.0","11.0","19.0","10.0","9.0","13.0","26.0","19.0","7.0","11.0","6.0","5.0","3.0","10.0","6.0","4.0","8.0","4.0","4.0","3.0","10.0","6.0","4.0","8.0","4.0","4.0"
"E 製造業_32B運動用具製造業_5～9人","4.0","28.0","13.0","15.0","24.0","10.0","14.0","1.0","9.0","5.0","4.0","7.0","4.0","3.0","3.0","19.0","8.0","11.0","17.0","6.0","11.0","3.0","19.0","8.0","11.0","17.0","6.0","11.0"
"E 製造業_32B運動用具製造業_10～19人","3.0","46.0","25.0","21.0","40.0","21.0","19.0","-","-","-","-","-","-","-","3.0","46.0","25.0","21.0","40.0","21.0","19.0","3.0","46.0","25.0","21.0","40.0","21.0","19.0"
"E 製造業_32B運動用具製造業_20～29人","1.0","23.0","13.0","10.0","22.0","12.0","10.0","-","-","-","-","-","-","-","1.0","23.0","13.0","10.0","22.0","12.0","10.0","1.0","23.0","13.0","10.0","22.0","12.0","10.0"
"E 製造業_32B運動用具製造業_30～49人","1.0","44.0","31.0","13.0","43.0","30.0","13.0","-","-","-","-","-","-","-","1.0","44.0","31.0","13.0","43.0","30.0","13.0","1.0","44.0","31.0","13.0","43.0","30.0","13.0"
"E 製造業_32B運動用具製造業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_32B運動用具製造業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_32B運動用具製造業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"E 製造業_32B運動用具製造業_(再掲)5人以下","16.0","36.0","25.0","11.0","19.0","10.0","9.0","13.0","26.0","19.0","7.0","11.0","6.0","5.0","3.0","10.0","6.0","4.0","8.0","4.0","4.0","3.0","10.0","6.0","4.0","8.0","4.0","4.0"
"E 製造業_32B運動用具製造業_(再掲)20人以下","23.0","110.0","63.0","47.0","83.0","41.0","42.0","14.0","35.0","24.0","11.0","18.0","10.0","8.0","9.0","75.0","39.0","36.0","65.0","31.0","34.0","9.0","75.0","39.0","36.0","65.0","31.0","34.0"
